dpt_tp,grpcode_tp,tpincno_bi,tgt,offset_tgt
91835,DZA1AT04,1,65969,11.815863449
90783,BJG0AD01,1,20459.2766,11.451051404
917I2,DZA2AB,1,32016.978,10.827326399
90520,QYA1AR01,1,57042.125,11.251152729
933EA,QYA1AF01,1,41853.51,11.274809609
93284,XDA1AM03,1,49427.31,11.175410629
90926,others,1,22635.634,10.952111427
91829,DZA1AQ03,1,157126.95,10.915719141
918EA,GQB1AG01,1,3100,11.537444034
90349,BZA1AE01,1,31500,10.767124001
905EA,FTB1AA02,1,46924.2,12.366674618
923EA,JLA0AQ02,1,47678,11.555779215
905EA,TYQ0AE,1,205420.245,11.287962144
93920,others,1,35964.01,11.96964352
91831,BZA1,1,12713.11,11.650479607
91833,XDA1AJ02,1,3780,12.27656167
91285,BJG0AH01,1,8961.001,11.448669857
91199,DZA2AC02,1,67804.17,11.444484737
90343,QYA1AE01,1,14256.8,11.728328248
90724,RCA1BS03,1,150535.61,11.489035989
93286,BKA1AM04,1,10250,11.663084507
91124,DZA1AN01,1,16914.7,11.137326225
90981,RCA1,1,23272.77,11.129745274
91199,XDA1AD01,1,6905.4,11.352875572
91831,DZA2AB01,1,8900,11.364709744
93286,XDA1AF,1,25950,10.569451562
934JC,TYB0AB03,1,9270.003,11.152169453
91770,XFA1,1,17800.009,11.737236161
91833,LMA2AA01,1,196700,11.850779463
90782,DZA1AN01,1,7988.4,11.577204903
933EA,FTB1AB01,1,116426,11.631373868
904EA,DZA1AN05,1,28615.57,11.332069331
923EA,FTA1BE01,1,4740,10.53499654
90521,XFA1AS02,1,30260.4,11.438863235
93281,XDA1AJ01,1,480,11.090704573
91770,TYB0AB08,1,2492.5014297,11.252813937
93287,XFA1AK03,1,8620,11.155943939
93286,QYA1AE01,1,11500,11.473171295
91831,TYB0AB04,1,108556.5609,11.558705539
93381,TYB0AC01,1,5705.85,10.887877197
91781,BZA1,1,112827.23,10.838598169
93285,TYB0AA01,1,11591.218,10.577505237
90374,BKA1AH01,1,5040.0252,11.047406
91181,TYB0AC,1,738195.29,11.837254323
93286,JLA0AM01,1,121248,10.785720854
93282,BTA2,1,17400,11.651457112
93116,BTA1AB01,1,30840.008,10.834264754
90531,DZA1AT03,1,900,10.86665004
934EA,JHA0,1,43272.664,11.679174475
90343,RCA1BL01,1,15762,11.087950105
905EA,BKA1AL05,1,1258,11.435785923
90925,BTA1AL05,1,27960.018,11.436307022
90784,NZA0,1,10192.0014,11.743785051
91781,BJA8,1,37138.77,11.188191059
90727,BTA1AB01,1,55517.24,11.25442599
91837,XTA1AF04,1,500000,11.9220672
92187,ADA1AF03,1,500000,11.532004826
93381,BKA1AL05,1,10699.99,11.324898056
92781,JLA0AR01,1,129823.75,11.388150614
93453,JLA0AS01,1,90246.717111,12.072908647
91781,RCA1BX01,1,4220,12.407862235
91193,FTA2,1,27458,11.34518452
91686,XDA1AC01,1,8499.964,11.336043044
90961,BZA1,1,2701.72,10.768949175
91831,GQB1AG01,1,223931.76,11.660381972
91833,CAA0BB03,1,7028.198,11.167670293
90925,XFA1AT01,1,29491.2,11.436207416
91833,LMA1AB,1,2385.6,11.518559491
91838,XFA1AK03,1,300000,11.52672399
91686,DZA2AD01,1,4960.605,11.525945165
91832,BKA1AM02,1,21000,10.939959207
93286,MZA2,1,8638,12.017274877
91831,DZA2AK06,1,46994,11.804034614
90787,BKA1AN01,1,11039.4,11.35950935
922EA,BTA2AA03,1,153294.5,12.009813793
933EA,BTA1AL,1,500000,11.121892099
90786,XDA1AM01,1,44980.01,11.316449
90723,CAA0AY01,1,83296.93,11.073859477
91833,JLA0AM01,1,16000,10.767370672
91833,DZA2AB,1,9379,12.059111709
91686,FTB1AA,1,256209.44,11.745637535
91830,XLA0AB10,1,27288.996,10.442940308
93920,BTA2AD03,1,13616.79,11.85321205
91833,TYB0AC01,1,6685,10.995890719
90783,BTA2AD03,1,1257.998,11.656220223
91199,BJA0AA01,1,10930.42,11.318510391
92985,XDA1AB01,1,3111.996,10.982540096
90961,ZTA0AL01,1,1001.8,11.591374886
90344,BKA1AH00,1,46515.8,12.150373492
91830,RCA1AS02,1,28353,12.473135025
90925,XFA1AA01,1,28297,11.558709855
91182,FTB1AU06,1,22448.81,11.918474375
91283,BKA1AL05,1,44380.2,10.76834153
91282,QYA1,1,1843.2,11.675717026
92982,BKA1AH03,1,38828.842,11.5226744
90345,BKA1AL05,1,101049.25,11.157303241
93418,XFA1AQ02,1,13090.73,10.656484928
92785,DZA1AT05,1,65300,11.53976147
92181,FTB1AU03,1,2762.81,11.158284556
93450,XTA1AF,1,39560,11.031223349
93286,BTA1AL03,1,28379.93,11.046159605
92187,QRA0,1,11431.896,11.520224461
90781,DZA1AT03,1,47497,11.400009304
90347,FTA2BM01,1,2700,10.922224376
91182,ADA1AF04,1,359118.11803,11.862942509
93450,JLA0,1,30549.99,12.11454136
91199,XTA1AF02,1,509969.523,11.656205902
94021,XDA1AD01,1,30237,11.904474355
93283,JLA0AS01,1,12939,12.189798602
90955,QYA1,1,12340,11.563066995
92181,others,1,23032.167408,11.264184482
90531,BJG0AD01,1,14999.9808,11.478802803
91193,DZA1AN04,1,5250,11.758995992
91124,BTA2,1,55600,12.532735463
904EA,CCA2AD01,1,218267.526,11.661203557
91199,RCA1BS01,1,10600,11.057102808
90531,BJG0AD01,1,17907.875,11.084753794
90786,DZA2AD01,1,2763.45,12.148220232
91831,CCA2AF01,1,9870,12.156993471
93286,TYB0AC01,1,19550,10.904824101
90981,QYA1,1,23088.008,10.837829113
90783,FTA1BE03,1,10560,11.232481153
93453,TYB0AB02,1,13705.352,11.076781959
90345,XFA1AK03,1,84950,11.992701521
91199,DFC9DG10,1,500000,11.016072683
934EA,XDA1AE01,1,264187,11.665928912
92181,KDA1,1,8086,11.456941272
91281,DFC1IZ06,1,16804.718,11.527836558
93453,CAA0GN00,1,19999.995,12.333612224
90786,RCA1BW01,1,28576.754,11.194516643
93453,XTA1AF04,1,500000,11.536061523
90787,RCA1BX01,1,26409,11.743313077
91283,JLA0BK00,1,1094.99312,11.089881561
93282,BJG0AD01,1,26250,11.471038536
902EA,XFA1AA04,1,49516.136,11.105774505
91830,DZA1AQ04,1,64532.01,12.242323769
90344,RCA1BW01,1,57000,11.334473978
923EA,ADA1AF02,1,311884.195,10.911899433
90725,JHA0,1,77783.2,11.788947181
90722,FTA1BK01,1,22425.37,11.703581836
91833,BKA1,1,23175.0176,11.65059482
93116,BYA0AD01,1,34182.018,11.003918197
93281,BKA1AN02,1,182245.71,11.656391411
91833,CAA0CH03,1,8922,11.284201114
90723,BTA2,1,350325.6,12.486587342
90372,MSB1AD01,1,7441.8336,11.39913032
93453,JLD0,1,28000,12.756775834
90521,ADA1AE05,1,724,11.873835579
91283,XFA1AT01,1,157023.99,11.4800182
92228,FTA1BE01,1,21903.6,11.495696707
93450,FTA3AV,1,47721.8,11.53086535
92783,DZA2AB08,1,22462.77,11.156734725
904EA,BTA1AI04,1,48799.792,10.487789458
927EA,BKA1AA01,1,8009.92,10.997701246
91831,DZA1AQ04,1,1100,11.820967454
923EA,MZA2AL01,1,174683.20877,11.880809916
91830,DFC1IZ01,1,55600.006,11.759554751
90955,XDA1AB01,1,16237,12.087099157
91195,DZA1AT05,1,4700,11.782179338
93286,LMA2AI,1,14275.992,11.321173912
90925,XFA1AS01,1,34295,11.216258494
91833,DZA1AN06,1,2800,11.940967964
93450,BZA1,1,34694.4,11.998757649
91830,FTA2BM01,1,22620,11.56267425
90531,BTA2,1,123680,11.919540949
90981,XDA1AM03,1,173152.415,11.606677383
905EA,DZA2AC02,1,45367.79,11.399565031
90343,BKA1AM04,1,21532.24,11.812459998
934EA,CAA0GN00,1,392246.15722,12.223123483
91781,XDA1AF05,1,23500,11.503286638
906EA,RCA1BL01,1,28972.982,11.710997386
905EA,QYA1AD02,1,71142,12.09821728
90521,DZA2AC00,1,72757.797,12.146202485
93450,BZA1,1,87295.34,11.762012738
90343,FTA2AA01,1,47532.1264,12.060772722
91833,TYB0AC01,1,21000,11.577329949
91685,DZA2AD02,1,11129.4,11.985863776
921EA,DZA2AB06,1,61608,11.004039165
90520,FTB2AH,1,2500,11.507679673
93451,BYA0AB01,1,190000,11.262817195
91285,LMA1AF01,1,12528,11.701807666
90520,KDA1,1,36546.16,11.379459592
91185,FTA1BE02,1,24704.79,11.446514242
904EA,XLA0AB,1,876.562,11.258041289
943EA,XDA1AM03,1,13980.009,11.560547152
93282,FTA1BE06,1,12060.003,12.231775312
90786,FTB1AU04,1,19411,11.160701941
917EA,QYA1AF01,1,26062.33,11.652601058
93453,TYB0AB10,1,80140.293863,11.662206679
93285,XDA1AC01,1,9630,12.140466946
91760,DZA1AN06,1,1638.9954,11.378884687
92982,XDA1AB01,1,14400.036,10.894789853
94021,XLA0AB,1,33186.8,11.710925201
91193,BTA1AB01,1,59420,11.346697825
93288,DZA1AN02,1,294463.46537,11.493639134
93286,DZA1AN04,1,17347.9,11.620092351
91760,BKA1AL05,1,2140.52,11.287830437
90983,DFC1IZ01,1,512,11.428525169
90346,QYA1AF01,1,14980,10.843856348
91199,DZA1AT06,1,11268.04,11.939581136
901EA,BTA1AL02,1,267161.428,10.730387506
90988,DZA1AV03,1,24900,11.443082467
91687,DFC1IZ01,1,26572,11.361098545
91831,TYB0AC01,1,20000,11.553432309
90345,XFA1,1,12160.0072,12.151661453
90520,QYA1AF01,1,38800,11.172232466
91199,RCA1BS01,1,13972.86,11.597777191
91831,BJG0AD01,1,463279,11.988922674
92182,SKA1AF01,1,15915.291,11.276173537
91837,CAA0AC01,1,4920,10.685879787
90786,FTA1BE02,1,55000,10.99377078
93117,BTA1AL02,1,554028.6415,11.655873352
94021,CCA2AD01,1,25483.74,11.148122002
90783,FTA2,1,18421,11.632504631
90723,FTA2AA01,1,620500,12.292446322
904EA,BTA2AD02,1,56669.858,11.597227007
91833,RCA1BS01,1,18000,11.452279362
93454,QRA0,1,40100,11.417958098
91181,HQA0BD01,1,38350,10.730693099
90984,XTA1AF,1,3327.7424964,11.714238506
910EA,FTA1BE02,1,43614.982,11.162138825
905EA,BKA1AL05,1,479908.22514,11.226138391
94020,BKA1AL05,1,11400,11.371489914
93116,QYA1AF01,1,5250,11.527171737
91182,RCA1AK02,1,15722.541,11.890501784
91830,DZA2AB08,1,19744.02,11.742542406
90949,JHA0,1,11317.2,11.392417364
91830,BTA1AL02,1,559805.192,11.622614904
93453,XDA1AF,1,145975.12863,10.413116645
92983,BMA1AA,1,35781.34,12.379665025
91831,RCA1AK03,1,238221.58,11.852231113
93285,DZA1AT02,1,29949,11.111670337
92781,DZA1AN05,1,500000,11.622727933
91835,KDA1,1,33792.69,12.510720834
92187,BTA2AD02,1,2000,11.428572039
90521,DZA2AK,1,86584.32,11.285273558
943EA,DZA1AT03,1,11492.93,10.698616361
90521,QYA1AR01,1,133781.1622,11.111823733
95022,BTA1AL03,1,39000,11.585823741
90723,XDA1AM01,1,390846.9888,11.107668481
90983,FTB1AU04,1,57023.308,11.086786916
90988,FTB1AU04,1,147706.54592,12.010937571
933EA,BJG0AD01,1,37800.0126,12.068636324
905EA,DZA1AT03,1,143574.816,12.349205794
938JC,BJA0AA01,1,128000,11.561136657
91681,FTB1AU04,1,1999.99,11.047210425
91837,QYA1AR01,1,54800,11.112810012
91833,DZA1AN06,1,47388,11.288316337
92316,FTA1BE02,1,1955.31,10.571960344
905EA,DZA1AT03,1,76949.25,11.06698626
91183,HFA0,1,11850,11.005388371
93454,FTB1AU04,1,19620,11.157220356
923EA,XDA1AH01,1,18601.95,11.266543355
90985,others,1,22458.682,10.850001503
91199,TYB0AA01,1,18010.87,11.015637722
90955,TYB0AC01,1,13063.12,11.581570807
90343,SKA1AF01,1,21600,11.16080803
90985,TYB0AC01,1,40950.8,11.475445693
90988,BKA1AL05,1,11325.7056,11.320559687
91686,RCA1AK03,1,332540.70426,12.340055695
93281,DZA2AD01,1,39680,12.018856218
90724,BTA2AA01,1,65700,10.600569986
91833,TYB0AC15,1,12075,11.005353452
90343,FTA1BE02,1,7817,11.265315743
942EA,MZA3AB,1,26238.8,12.745604906
91831,ZTA0AL01,1,9495.003,11.842593465
91760,DZA1AT03,1,53100,10.84980149
94025,XDA1AM01,1,95623.982,11.347175427
90786,FTA1BC01,1,4400,11.22496414
91193,BTA2AD02,1,17630.8,11.827868237
93115,RCA1BS01,1,69250,11.71002018
93282,TYB0AC01,1,1700,10.551701651
90621,BTA1AR02,1,86620.92,11.244436811
91831,FTB1AD01,1,237022.02835,11.749042128
91833,BTA1AR02,1,94676.4,12.05474526
90782,others,1,30300,11.387099074
939EA,DZA2AB08,1,48030.973824,11.534865951
917I2,FTB1AU04,1,102950,11.677715167
933EA,CAA0AC01,1,9197.9946,10.664291398
90955,MZA2,1,14090,12.477689707
93117,FTA2AA01,1,42950.74,12.722882192
90347,BZA1AE02,1,380.03538,11.018718009
95022,BJG0AD01,1,7721.997,11.161090109
904EA,BTA1AJ,1,58816.01,12.159428843
908EA,others,1,86832.992,11.087711497
93453,RCA1BX01,1,1000000,11.858664729
901K4,others,1,13864,10.345343778
91772,CAA0BB01,1,4550,10.130510561
91834,CCA2AD03,1,34117.602,11.704183033
91833,QCB0,1,460606.17812,11.871209736
91183,BKA1AH02,1,85734.99,11.185832387
91182,LHB0,1,35000,11.224081444
904EA,HMB0AA02,1,41700,10.790521714
92185,DZA1AV03,1,31053.8,11.589937771
901K4,BJG0AI00,1,162895.85,10.704317066
93282,LHB0AE,1,4200,11.145568641
90343,BKA1AM02,1,12543.94,11.446215748
91192,XLA0AB,1,36703.2,11.220381881
90949,LKA0,1,4541,10.424930287
90347,LNA0AM01,1,13500,11.793909644
92982,CAA0,1,20000,11.488827491
90783,BTA2AE01,1,17460,11.528343813
90372,WEA0,1,2972,10.901194184
91681,QYA0,1,900,10.856320924
90531,BMA0,1,9772.12,11.379797197
91682,BTA1AL02,1,22225,11.205749627
92783,XLA0AB10,1,174700.01,11.279322818
93842,FTA0AF,1,9326.992,11.548810535
90531,MSB1AQ,1,208496.818,12.018631598
91683,DZA2AK,1,20320,10.942751731
91681,BMA0AI,1,14700,10.907371622
943EA,FTB2AH,1,30500,12.038322012
91192,XFA1AQ02,1,48257.32,11.251060673
91687,BTA2AA03,1,1362,11.575606727
932EA,CAA0,1,602.001,11.584507194
904EA,XLA0AB09,1,33200.018,10.498358073
94320,XLA0AB09,1,49000,10.010897647
91283,CAA0AY01,1,9153.9756,10.750865729
90722,BYA0AB01,1,20147,11.045497856
93382,ADA0,1,27500,11.532277741
90371,BMA0,1,19147,12.121694853
91687,FTA0AF12,1,15150,11.031592956
91837,DZA2AK06,1,7900,11.476495454
90955,XFA1AA01,1,27554,11.460639055
90983,CCA2,1,522386.5379,11.934546247
910EA,JPA0,1,11964.995,11.582148659
90787,TYB0AA03,1,2104.998,10.662857731
90723,DFC1IZ,1,75014.47,11.729170396
92187,BZA1AF01,1,34326.9924,11.635559752
91182,DZA2AH01,1,2450,11.745061729
90782,MSB0AJ,1,1747.791,10.654348507
92187,BYA0,1,500000,11.394167396
93920,CCA2AD02,1,562.4,11.553443273
91771,BSA0AB,1,12149.43,11.178119537
933EA,BJA8AB01,1,14500,11.671927258
90787,CAA0BG01,1,15149,11.703761679
90725,BTA2,1,48500,11.804549108
90344,QYA1AG01,1,37000,12.160767961
90343,others,1,48250,11.311731102
93283,QRA0,1,35816.992,11.610821442
90176,ADA0,1,500000,10.184358463
92982,GQB1,1,28070,10.716077378
90785,TYB0AA01,1,146676,10.983188516
90984,JLA0BK00,1,8714.118,11.390715753
90727,QCB0,1,17239.41,11.946193651
93454,SKA1,1,78214.131392,11.726965632
904EA,XDA1,1,23095.5,12.241188156
92316,JLA0BH01,1,176910.08505,11.593154581
905EA,JHA0,1,121242.8,11.205145198
93454,BTA2AA01,1,1070,11.30890823
952EA,others,1,3800,11.4134641
90984,DZA2AC03,1,2035.2,11.968464257
90951,RWA0AB01,1,47075.25,11.226806207
93418,DFC9,1,865606.22127,12.094785844
93450,MSB0AJ,1,54407.912,10.721182351
93842,DZA2AD02,1,19245.961,12.114633806
91750,JPA0,1,188000,11.651395634
93115,others,1,112900,11.160344673
91199,TYB0AB06,1,120000,11.361975818
90531,JPA0BC,1,1610,11.102214956
90531,MJB0AD,1,90503,11.012679242
91833,CAA0BB10,1,89457.276035,11.085271575
91750,TYB0AB03,1,80360,10.910146678
90786,BYA0AB01,1,28410.55,10.106642692
92181,RCA1BX02,1,22566.992,12.165869848
90345,BTA1AB02,1,5399.004,11.830537795
901EA,MSB1AQ04,1,71354.24,11.099364133
90948,LMA1AN01,1,4680.732,11.279790769
91829,XDA1AK01,1,14560,10.736146591
904EA,BYA0AP01,1,8497.8754,11.393945316
901K5,BJAD,1,103390.01,9.9223830809
90343,BTA2AA02,1,43500,11.411555684
93287,others,1,25783.604,11.686838381
90345,DFC9AA,1,308200,12.124268804
92238,JHA0,1,25100,12.056377773
904EA,DZA1AT03,1,54900,11.21374246
905EA,MSB0,1,4719,11.422632587
94320,GQB1AB01,1,34000,11.73217788
901K5,BJAD,1,6000,10.60781877
90783,LKA0,1,8945,10.612967512
93453,BJG0AD01,1,36850,12.004889796
93281,RCA1AK02,1,43294.312,11.520590406
90349,JPA0,1,46800,11.033851893
94023,CCA2AD02,1,6983.5,11.476018056
91829,ADA0,1,37350,10.67364216
90521,QYA1AG01,1,11500,12.570631884
92788,JLA0,1,37847.292,11.126704338
91837,TYB0AB06,1,38642.580997,10.340963292
90948,ADA1AG01,1,40420.065907,11.719497745
91740,DZA2AA05,1,6959,11.259558886
931EA,others,1,44788.671008,11.174500069
91831,FTA0AF,1,18091,12.029355915
92785,BTA2AA02,1,5903.48,10.943378644
91685,LHB0AE,1,64692.58089,10.99109646
90947,QRA0,1,1365,10.647183245
90727,BJA8,1,3240,12.159700651
91772,CCA0EA01,1,11012.65,10.982569651
90948,BZA1AF01,1,2741,11.582711082
90925,WEA2,1,9535.5,10.587257219
90781,DZA1AV03,1,9090,11.678215387
92785,LKA0,1,5415.0108,10.808360162
91771,CAA0BB10,1,7000,10.922595594
91831,XDA1AD01,1,86700,11.279799793
90926,JLA0BH01,1,392458.272,11.570451741
93284,LHB0AE,1,1976,10.937089453
910EA,XDA1AC01,1,50893.758,11.800754568
90163,XTA1AL01,1,16000,10.922694202
91182,BYA0AD01,1,85464.59,11.525725643
91183,FTA1AN03,1,1000,11.777865594
90521,BJG0AD01,1,773680.97,11.313658958
93292,MSB0,1,2539.982,11.010933123
918EA,XTA1AF02,1,115745.75,11.385798139
934EA,LKA0,1,373219.77537,11.470977987
91829,CCA2,1,44799.992,11.580963563
93382,XFA2AE02,1,8875,10.862722503
91786,BTA2AA01,1,5300,11.141387922
90984,DZA2AB08,1,32449.73,11.431585118
93116,others,1,13377.896,10.846683251
90150,CAA0,1,10094.47,11.383530689
91837,XDA1AD01,1,25800,11.492300427
904EA,KDA0,1,54500,10.842605656
92790,DZA2AB01,1,27800,11.178455656
92316,LKA0AC,1,3899,10.117068492
909EA,RWA0AC01,1,44877.41,11.098827919
92238,others,1,106800,10.949176121
94025,DFC9AA,1,7327.3773,11.327504696
93288,QRA0BA01,1,33250,11.037010108
906EA,KDA1,1,45999.992,11.385912184
90985,RCA1AA02,1,4035.5,11.990184022
93292,JHA0,1,8500,12.187804775
90981,XDA1AC01,1,43996.3,12.129388763
93284,FTB1AA03,1,90686.018,12.053336909
90343,XFA1AK03,1,11713.51,11.067970421
922EA,DZA2AC02,1,13450,11.884259332
93920,DZA1AW02,1,27334.78,11.735343292
93454,JHA0AI01,1,3480,11.952955362
90925,LHB0,1,16764.8,11.083983069
91183,XDA1AM03,1,920.68,10.881713473
90985,BTA2AD00,1,129,11.885172242
91183,RCA1,1,2800,11.286362735
933EA,TYB0AA02,1,813.999,11.289705592
93290,GQB1AB01,1,15312.78,11.959953532
90176,others,1,103226.455,10.604551292
92982,ZHA0AI01,1,81816,11.18433926
90346,QRA0AC01,1,41260,11.294258629
90722,RCA1BS02,1,9300,11.422708357
901EA,QYA1AG02,1,36500,12.018857824
91833,XLA0AB10,1,3800,11.038191429
93284,BKA1AH03,1,6870,11.86467716
93451,CCA2,1,72103.13,11.976865871
91681,FTB0,1,6852,11.1051327
92982,FTB1AA03,1,9300,11.377425357
93116,BMA0,1,19330,11.253606341
93116,XDA1AK01,1,71054.692165,12.151095495
90347,DHF0AA01,1,16697.9952,11.165283589
91185,CHA0,1,44076,10.875802292
93454,GQB1AB01,1,96057.118835,11.349936503
933EA,TYB0AA02,1,32200,10.809925553
93453,DFC9AA,1,9604,11.579699011
90372,others,1,12503.364,11.355140582
94021,SBB0AD03,1,11869.503,11.420120183
923EA,DHF0,1,141078.06183,10.070119762
90346,ADA1AE03,1,13042.02,10.948814777
91730,ADA1AB,1,27750,11.426177217
91740,DFC9,1,9058,11.41121127
90345,CAA0BG01,1,320000,12.22084672
91829,GQB1,1,10400,11.8354765
943EA,BJG0AG01,1,12897.28,10.878975197
90343,JLA0,1,8290,10.365487903
93292,others,1,496665.6,11.281780531
908EA,others,1,191088.48,11.045942416
93283,others,1,51888.31,11.574008948
90925,DZA0AD03,1,10257.96,11.283904002
90722,FTA0AF,1,67756,11.672421508
91685,others,1,196143.6396,11.808782648
91682,QYA1AE01,1,5104.4,11.766756472
93920,others,1,216278,12.49975186
93286,GQB1AB01,1,17400,12.101731145
93281,TYB0AB03,1,3272.585,11.051732222
91760,CAA0CC,1,46459.78,10.123888227
904EA,ADA0,1,305595.78,10.911344899
93453,FTC0,1,6022.989,10.73707587
93281,DNA0BF01,1,19034.2,11.932198681
93281,XDA1AM03,1,26899.44,10.525625563
91770,TYB0AB04,1,68894.7,11.381054159
910EA,DFC1IZ06,1,17600,11.894429827
93281,GQB1,1,12000,11.822070778
904EA,JLA0,1,6701,11.387568011
93281,CCA2AA01,1,12000,11.708139811
91282,DFC9AA,1,2480.001,11.802518611
90982,QRA0,1,7522.5,10.817628114
92187,XDA1AM03,1,9533.001776,10.588278723
92238,NZA0,1,7611.94,11.961973639
93282,TYB0DZ00,1,14600,11.624429578
933EA,ADA1AE03,1,30000,10.820341322
91283,JLA0AO01,1,19710.1016,11.332551742
93281,XDA1AM01,1,12000,10.745652867
90983,others,1,23708.07,11.8246449
91687,TYB0AB01,1,4940,10.759599506
91183,BKA1AL01,1,18541.9,11.032305342
91282,QYA1AE01,1,18660,11.545269666
91781,QYA1AE,1,21300,11.716419997
92790,XDA1AH01,1,7026.6,11.506526165
90985,others,1,2342.1,11.567546415
922EA,RCA1,1,3395.602,11.535925092
93453,BKA1AH03,1,7252,11.611715854
93452,XDA1AM03,1,114717.03147,11.263135757
905EA,ZTA0,1,33800,10.053767899
90531,RCA1AA02,1,124435.962,12.459250089
91195,DZA1AQ03,1,1316,11.457016548
90531,others,1,666160.614,11.760855753
93921,CAA0BB03,1,1229,11.177251105
92187,JTV0,1,29977.67,12.035120702
93281,JLA0AQ01,1,69707.52,10.570134338
93283,LFA0,1,479400.6,10.429980636
91283,JLA0AS01,1,149842.941,11.373675102
904EA,MZA2AL06,1,21960,11.196628713
90781,BTA1AI02,1,1000000,11.215532788
90949,BMA0AI,1,3127,11.318297628
91781,QRA0,1,477438.784,11.552687591
92181,SKA1,1,5579.6,12.228773439
92316,DZA2AC01,1,193270.064,11.352904691
91685,DZA0,1,13961.2,10.729927406
93283,FTA1AN,1,22450,11.191220604
91837,RWA0AC01,1,20040.67,10.908233935
923EA,DZA2AB01,1,11629.182,10.610231906
92787,HMB0AH,1,14550,11.525464929
91834,BTA1AL,1,1000000,12.018824476
918EA,LMA1AC03,1,348935.19442,11.911499278
92181,ZTA0,1,710621.5,12.412569832
91685,BMA1AH,1,3283.794,10.750850411
932EA,MSB0,1,14766.9592,11.117042837
905EA,KDA0,1,157634,11.986338923
91283,BMA1AK03,1,5149.992,11.342380654
92181,RCA1BS02,1,30955.3088,11.497235252
90347,DZA2AA04,1,171440.64,11.288503637
93451,LHB0AE,1,122742.40844,10.63025861
93452,CFA0AF01,1,27014.131392,12.059160469
93284,DFC1IZ,1,19320,11.159300411
91750,BJG0,1,463250.015,12.13517177
93842,QRA0,1,8371.018,10.937842689
90727,QYA1AD02,1,154399.9884,11.827118746
90945,DZA2AK06,1,206629.518,10.93120919
91683,MZA2AL06,1,4459,11.704720172
93283,JLA0,1,15875,11.579485374
91281,DFC1IZ08,1,17193,11.133713851
91831,others,1,12300.004,12.123881101
91730,DFC1IZ08,1,16600,11.259441228
90343,BMA1AH,1,494480.67,11.363102648
93283,BZA1,1,352476.124,11.723543782
91834,BJG0AD01,1,158600,11.592339197
90925,CAA0BB03,1,123331.6093,11.588124999
91723,ADA1AE05,1,27525.2,11.229663389
91837,JLA0AJ02,1,23504.81,11.375605891
91770,MJB0,1,17300,11.376334685
904EA,FTB1AF,1,889.6,10.838416054
91681,DZA1AW02,1,8590,11.000141095
93450,FTB1AU01,1,23780,10.433865632
91833,JLA0AQ02,1,151250,11.124415212
93286,ADA1AG01,1,251544.10485,12.121204001
93451,DFC9DG,1,88667.728628,12.029813193
90531,NZA0,1,4620,12.063357612
90347,BTA1AB01,1,730556.304,11.162873437
92781,BJG0,1,11552.2442,10.176419862
92238,BTA2AA03,1,49092.799,11.065496393
91750,CCA2AD02,1,18300,11.585278417
905EA,CAA0AR01,1,2520,11.577629722
91829,XDA1AJ01,1,188209.604,12.120855286
90345,ADA1AG01,1,95200,12.136470297
901K4,BJG0AE01,1,205174.33,11.656769271
91781,LFA0,1,26100,11.354957723
91199,LMA1,1,46672.232,11.560583768
90981,DFC1IZ06,1,22400,11.649960676
92781,BJG0AE01,1,45300,11.490222339
92181,JLA0,1,419879.532,11.845519842
91185,DZA2,1,8850,12.3660278
91829,DHF0AA01,1,59199.982,11.044914522
90521,TYB0AB02,1,300000,11.010063348
905YH,BKA1AA01,1,154298.41,12.001447367
93284,QYA1AE01,1,352242.4,11.293753851
90176,DZA2AA02,1,233370.14,10.905019327
90981,DHF0AD,1,3456,11.389477864
92238,RCA1AA03,1,7280.008,12.233806156
90373,FTA1BK01,1,146924,10.840165162
93281,XDA1AB01,1,7504.495,11.319215622
934EA,HQA3AB01,1,1639.998,11.647620445
92187,CAA0AQ01,1,156599.997,11.385781695
91831,BKA1AH03,1,4268,11.852183701
90371,BTA1AL03,1,191091.008,11.454090893
91124,MJB0AD,1,46401.64,10.792327351
90947,XTA1AB03,1,43999.73,11.52090401
931EA,RCA1BS03,1,322.992,11.030706604
91686,DZA1AV03,1,23800,11.28089272
934EA,ZHA0,1,16950.992,11.528296428
90176,RWA0,1,96380.068,11.039284122
91834,CCA2,1,185417.445,11.568897103
93454,FTA2AA02,1,268373.74795,12.483848209
92787,others,1,321906.76,11.442527438
91185,RCA1,1,41990.16,11.957354928
93450,BYA0,1,1013.982,11.697634701
909EA,BZA1AA01,1,29821,11.659083699
93281,CCA0CE01,1,85316,11.078580478
905EA,JHA0AE,1,320118.4,11.154284799
93281,ZHA0,1,9666,11.00760968
91283,CAA0BG01,1,21749.982,11.532337461
92781,BJG0,1,16148.2,11.387092328
91760,TYB0AB04,1,7780.008,11.341945275
93283,DZA2AB01,1,4350,11.112983828
93117,FTA1BE01,1,31836,11.02049721
93845,WEA2,1,26000.018,11.309558081
904EA,BTA1AI02,1,26800,11.12367405
91772,CFA0AF01,1,4547.9644,11.792308412
91283,GQB1,1,901261.10354,11.995540349
90345,XTA1,1,281021.73,11.408060799
932EA,others,1,25250,11.566340913
91781,QYA1,1,46000.036,11.473323225
90520,MJB0,1,8450.29,10.231484464
93381,BTA2AF01,1,34510,12.208580383
93282,LMA2AA01,1,2142,11.629492488
93452,FTA1BE01,1,12100,10.970572065
