dpt_tp,grpcode_tp,tpincno_bi,tgt,offset_tgt
93283,LKA0,1,30076.5,11.783719812
90531,DZA2AK,1,9730.32,10.642271193
91185,FTA2AD01,1,551132.5,11.526963102
92238,BKA1AH02,1,15524,11.890427662
93845,QCB0AB01,1,58287.48,10.974622694
905EA,BKA1AH02,1,4731.993,11.767173647
91770,CCA2AD02,1,50703.01,11.449005159
93453,MZA3AS01,1,72417.527,11.529780515
92238,CCA2,1,8350,11.719512642
90925,CAA0AR01,1,9662.8,11.547952264
90951,BZA1AF01,1,127065.3,11.227294869
91832,TYB0AC01,1,28388,10.935438776
90520,CAA0AQ01,1,17504,10.691330465
91833,DZA2AB06,1,4150,11.275315562
91183,BYA0,1,21009.38,12.037771169
902EA,BKA1AG,1,28985,11.494935879
91185,CCA2AC,1,38000,11.997407928
90949,TYB0AB04,1,63803.95,11.325775458
93282,TYB0AB04,1,5343,11.171638237
90782,TYB0AA02,1,7499.9946,10.699112812
90984,SKA1,1,10472.4,11.438853382
931EA,TYB0AC01,1,41778,10.829011408
91199,XFA1AK03,1,3481,11.513044666
93282,FTA2BM03,1,117323.01,11.887071036
91181,XLA0AB09,1,245338.62,11.195818311
90520,QYA1AF03,1,7000,11.219253456
90344,BKA1AH00,1,24925.018,11.559463355
92187,TYB0AB03,1,70176.3,11.294110763
93285,BKA1AM04,1,3206.694,11.554987865
910EA,others,1,337106.85,12.101553859
90948,MZA2AL,1,10257.667,11.979309858
92187,CCA2AM00,1,300231.78,11.727507863
91833,CCA0BN01,1,600,11.690535827
90984,JBB0AM04,1,5810,11.227237599
93453,WPC0,1,144037.41,12.321840009
91772,TYB0AB,1,3696,10.892124397
90620,XDA1AB,1,8557.941,10.534089613
93284,others,1,89700,11.70672489
91834,BJA5,1,4134.018,11.752894761
92781,BTA1AC01,1,25420,12.282649256
91283,BJG0AE01,1,9780,11.530503047
93920,CAA0GN00,1,4098.294,11.772264508
94023,XDA1AK01,1,78287.41,11.745196743
93284,DZA2AA04,1,3214.72,11.654645593
90781,FTA1AN,1,932.994,11.643422992
90343,BTA1AB01,1,5295.48,11.343687072
93282,ZHA0,1,97440,11.152306434
905EA,BTA2AA03,1,846794.5,11.797079244
93453,FTB1AD01,1,430418.191,11.887157965
90531,XFA1AK03,1,12035.5,10.782522514
910EA,FTB1AC01,1,51598.54,12.266436982
93450,BTA2AD04,1,7198.282,11.984225329
93115,BTA2AE01,1,55224.63,11.825673919
91199,FTA1AN,1,50000,11.341099145
90925,LFA0,1,112127.7,10.873153227
91833,QRA0AA01,1,500000,11.114598439
90150,LMA1AC02,1,11419.84,10.820996537
93845,RCA1BL02,1,30487.55,11.070160994
922EA,BYA0AD01,1,8031.07,11.526406164
91283,SKA1,1,5079,11.515763609
93453,TYB0AB02,1,38250,11.620343138
910EA,CAA0CH,1,27978.84,10.561744337
93454,CAA0AM01,1,61132.592,11.810933144
91281,DFC1IZ,1,6580.0126,11.370363498
94021,TYB0AA01,1,123.96,10.553282814
90925,CAA0CH,1,14608.1544,10.460983736
93381,CAA0BG01,1,12200,11.984865728
93286,XDA1AM03,1,62263.77,11.144579442
91750,TYB0AB01,1,3000,10.948537269
91837,DZA1AV03,1,4665.45,11.457815159
938EA,DHF0AA01,1,10864.3,10.795645395
90984,XDA1AB01,1,240700,11.298950794
91685,MJB0AH01,1,511654.84014,11.65096863
91199,XDA1AM03,1,226297.76798,11.046305043
93453,DZA2AC02,1,155018.84333,11.423647112
90346,HQA3AB01,1,80138.28,11.732541861
90521,XDA1AM01,1,2039.989,11.118450226
93284,LMA1,1,8910,11.204770582
905EA,DFC1IZ,1,4380,10.075615266
91833,XDA1AM01,1,80678.888974,11.769496933
93283,DZA2AH01,1,1000000,11.745252844
93284,TYB0AB06,1,630,10.220714319
905EA,CCA2AD03,1,30887.47,11.611632262
93281,RWA0,1,519.26,11.321694715
91834,DNA0BF01,1,11900,11.465115391
94022,SKA1AC01,1,52980,11.395753392
93920,others,1,13430.4,11.291459295
91193,MZA2AL,1,24100,11.283705222
93283,FTB1AF,1,2023.0014,10.999253685
923EA,DZA2AA03,1,76883.88,11.328504966
90346,FTB1AB01,1,5449.008,11.905093735
90343,DFC9DG10,1,110600.0004,11.718297242
90988,DZA1AN06,1,1799.03,11.549992329
93290,TYB0AC06,1,13280,10.545561514
90925,MSB1,1,37955,11.544254659
93283,BTA2,1,20099.47,11.858521576
90985,ADA1AG01,1,48122,11.784793023
93283,TYB0AB06,1,20156.392,11.332350059
92316,BTA1AI04,1,199856.21681,11.221909626
90345,BKA1AL01,1,77633.12,10.908678467
91181,DZA2AB05,1,1085.05,11.367995215
934EA,BTA1AI02,1,19189,11.031647815
90345,XFA1AA01,1,8952.888,11.208278931
918EA,XTA1AB03,1,18760,11.869886154
90925,FTB1AA,1,13457.622,10.951818778
91831,CCA2AF01,1,66137.9516,11.555854956
904EA,DZA2AD01,1,12243.008575,11.765932478
92316,BJADAA,1,192286.4,11.043664593
92182,FTB1AB01,1,32827.12,11.435545024
90925,CAA0,1,8724.8,10.669053419
91838,BTA1AI04,1,3125,11.496873239
93923,ADA1AG01,1,36220,10.886140749
93286,CAA0BF01,1,27580.018,10.971644097
90949,SLA4AA,1,5087.982,12.114273249
91833,CAA0BB10,1,82918.63,11.584128877
90521,DZA2AK06,1,23700,11.203433282
91192,TYB0AB04,1,273020.0396,11.15276453
91833,HMB0AL01,1,49315.77,11.904961684
93921,CCA2AD01,1,225000,11.725322054
923EA,DZA1AV02,1,25898.124,11.377872934
909EA,XFA2AE02,1,46534.464,11.123182582
934JC,CCA2AC,1,132392.43,11.834602696
90347,BYA0,1,25664.8016,11.108053579
90949,DZA2AK06,1,346246.536,11.552216971
92983,JLA0AR01,1,43246.62,11.596444656
904EA,BYA0AD01,1,50000,11.415162069
90521,FTB1AA,1,13778.545,11.803222699
923EA,DZA2AB01,1,136069,10.592094873
91687,FTA2BM02,1,18527.4,11.608655977
90620,FTA1BE03,1,13792.7712,11.541848907
93845,RWA0AC01,1,6800,11.078998256
931EA,BKA1AH01,1,5920.912,11.90021844
908EA,XFA1AT01,1,3366.78,11.725188143
90925,CCA2AF01,1,1117,11.247723113
90786,QYA1AG01,1,55800.005,11.692538534
93286,QYA1AR01,1,16000,11.264155326
92182,others,1,4203.858,11.334408324
93418,CAA0CH03,1,9954,11.290281604
91685,JLA0AR01,1,43200.0012,11.792610357
93282,BKA1AL05,1,409020.46,11.748038935
90521,RCA2,1,56732,12.046811882
91681,DZA2AK04,1,364384.0228,11.120166899
90951,BKA1AL05,1,5602,11.078369737
94020,GQB1,1,75999.999,11.996671508
93454,DNA0BF01,1,13734.96,11.83527373
91837,XFA1AK05,1,5400.01,11.613850507
93920,JBB0,1,12006,11.341605503
91833,QYA1AF03,1,24550,11.610200393
91837,DZA2AK06,1,65672.952,11.740232397
91199,FTA1BE04,1,286111.91,11.988607675
934EA,BTA1AC01,1,2100,11.963170772
943EA,RCA1BX01,1,65622.19,12.234848656
929EA,XFA1AA04,1,500000,11.833184883
90947,JBB0,1,11308.55,10.881555563
905EA,HMB0,1,28800,11.642107755
90345,RCA1BS03,1,91872.592,11.655595012
93451,BKA1AM01,1,120631.08,11.608092986
951EA,DZA1AW02,1,332148.43925,11.780329602
91833,LMA1,1,21925,12.024189107
90520,DZA2AC02,1,33100,11.40895346
93453,DFC9,1,9140,11.822655352
91833,XLA0AB,1,22634,11.096819515
90951,XDA1AG01,1,266202,11.986699149
92316,QYA1,1,11839.2,11.208879025
90346,RCA1AK02,1,3661,11.766906484
90724,FTC0,1,41000,11.301905426
90925,XFA1,1,8494,10.996541804
90343,BMA1AH,1,54000,10.864327207
90951,QYA1AA01,1,54999.008,11.217136112
90948,RCA1AA03,1,20343.96,12.026686874
90925,QRA0AV01,1,199520.83865,11.083686078
90985,TYB0AA01,1,13500.036,10.221460098
92316,DZA2AA01,1,12000,11.339678899
93453,BTA2AA02,1,58389.360358,10.980107912
91770,JLA0AS01,1,49680.8064,11.677715429
93281,CAA0AR01,1,2000,11.94041002
93281,others,1,7950,10.895160702
952EA,XFA1AA01,1,2750.008,11.076150947
94021,XDA1AC01,1,48000,12.005466217
90345,BTA1AI04,1,24347,11.433967208
93286,CCA0CE01,1,17605,11.557738862
91760,CAA0BB03,1,99969.4,11.501405522
905EA,BKA1AD01,1,936.018,11.392758258
908EA,BJG0AD01,1,31640.75,11.404622514
90786,XDA1AF05,1,3189.31,11.54025664
90926,others,1,11264.008,11.957956814
904EA,XFA1,1,60120.63,11.887299035
91283,HQA0AD02,1,48135,11.539802393
91683,RCA1,1,17900,11.33438353
90534,BKA1AL01,1,30.174,10.276280063
93450,CAA0CH03,1,237999.999,11.695230022
93923,CAA0AY01,1,22671.96,11.38425041
90343,DZA2AA03,1,13980.8,10.942484848
91285,TYB0AA01,1,4465,10.526387619
93292,GQB1,1,20000,10.687914727
90983,LFA0,1,439034,11.877704272
93286,QRA0,1,42050,12.005313381
91831,BTA2AF01,1,31000,12.310978899
921EA,XDA1AM03,1,61125.51,11.260400874
93287,JBB0,1,500000,11.796413733
93283,DZA2AA04,1,6678.66,12.018702511
93921,DFC1IZ06,1,9135.008,11.616666272
90531,XDA1AM03,1,32249,11.336428291
93920,LFA0,1,8700,11.793657296
90947,JLA0BK00,1,3155.9892,11.503375239
93454,KDA1AB,1,450766.2918,11.722210177
91687,RCA1AK01,1,8542.4,10.796333341
918EA,others,1,36000,11.576802216
93285,XTA1AF04,1,5863.77,11.623689893
90345,BTA1AL03,1,73145.8,11.033911154
90534,BKA1AL,1,76940.5,10.60937436
92782,XTA1AB03,1,91488.290169,11.946359564
91750,CFA0,1,660,12.003045025
931EA,QYA1,1,751538.06,11.695205852
931EA,DZA2AC03,1,1979.3934,11.441402216
91182,RCA1BX02,1,27916.69,12.193314224
91831,BYA0AB01,1,5860.9902169,10.862329147
93282,XDA1AH01,1,3177.6,11.589957203
92181,CCA2AD02,1,30800,11.678624282
90345,FTB1AU03,1,22240,11.539689775
93454,BTA1AR03,1,2601,11.74400091
92182,HMB0AA,1,1666.509,10.994027291
912EA,HQA0AD01,1,6500,10.349329102
90983,GQB1,1,15103.8,12.707556018
93453,DHF0AD,1,190999.998,11.304227455
91183,XFA1,1,341374.5,11.621907514
90984,FTB1AA02,1,51695.1,11.598816993
912EA,RWA0AB01,1,42030,11.383779887
93451,BJA8,1,31508.8,12.3177227
929EA,XTA1,1,48514.8,11.007140553
90984,ADA1AF03,1,25111.76,11.626719247
91833,XDA1BC01,1,190620.71554,11.511401487
91284,BKA1AN02,1,73710,11.652892118
90785,BTA1AR03,1,10057.41,11.785686441
93450,DZA2AC02,1,17968.7774,11.587762288
91685,MJB0AD,1,61777.748928,11.300403274
922EA,QRA0,1,50548,11.365857383
91181,FTA2BM01,1,44614.69,11.636174579
92229,FTA2AB,1,108080,11.470763172
93286,TYB0AB04,1,75009.913786,11.574773874
93451,CAA0BP01,1,31299.618,11.776978936
90346,QRA0,1,13805,11.922463535
904EA,TYB0AA02,1,24664,10.232385574
91183,XDA1AM01,1,560,11.205585451
91281,DZA1,1,2541.735,10.917512016
93285,HPA0AH01,1,12092,11.24853652
90521,TYB0AC01,1,7044,11.662580561
923EA,HMB0AA02,1,3977.49,10.979107136
90347,XFA1AA04,1,14400.01,11.607654213
90786,FTA1BE01,1,3297.784,11.300499112
90925,JHA0AU01,1,147407.265,11.369182618
91723,FTA1BE01,1,44219.61,11.298202921
91831,TYB0AB11,1,2300,10.373937629
902EA,BTA1AR02,1,190584.0416,10.971808458
90925,LMA1AF01,1,33964,10.895744497
91684,DZA1AQ04,1,2700,11.531577256
90984,BZA1,1,106961.16686,12.298334012
933EA,BTA1AC01,1,23228.78,12.185524069
90785,BTA1AR03,1,138102.982,11.676609796
90945,ADA1AE03,1,24750.396,11.64775579
95022,RCA1BX01,1,14187.839341,11.938041747
904EA,BTA2AD02,1,8158.72,11.397371727
91283,JLA0,1,15648.004,11.372477076
905EA,QYA1AG01,1,19300,12.351941221
90723,FTA2AB,1,101376.51,11.405358106
933EA,FTB1AU04,1,9258.3,11.574798203
901EA,MJB0AD,1,21066.27,10.982649026
91283,FTA2AD01,1,859,10.798264076
90786,QYA1AA01,1,14476.41,10.517831034
904EA,QYA1AF01,1,81945.426503,11.273735118
93281,CCA0EA01,1,14609,11.890676884
90925,XTA1AF04,1,6804.596229,11.191402359
91687,HQA0BD01,1,1202,10.714474971
939EA,FTB1AU01,1,20707.001,10.901379812
93115,FTA1BK01,1,82023.26,11.274849164
91837,TYQ0,1,154053.29963,11.688510489
90345,BKA1AL01,1,33500,10.438066235
90925,CAA0GN00,1,9250,10.893315226
90345,QYA1AD02,1,105553.878,11.466461001
90781,FTA1AN03,1,21791,11.019763803
91837,CCA0EA01,1,13800,11.368040955
93452,DNA0AF01,1,23365,11.623248394
90531,DZA2AA04,1,15623,11.191216057
90723,BTA1AJ,1,16090.6,12.054327307
92238,RCA1AK03,1,92766.408,11.688200517
91181,FTA2BM01,1,7424.23,11.248109863
91771,XDA1AM01,1,50964.711,11.009439421
90621,CAA0CC,1,710,11.348532074
92983,XTA1AD01,1,13124,12.042975758
90949,TYB0AA01,1,20549.005,10.924487915
90925,DZA1AV03,1,19912.018,10.809138676
93286,BKA1AH03,1,31635,11.908528206
943EA,JLA0BK00,1,127268.7738,11.417437493
918EA,RCA1AS03,1,190048,11.916271288
90621,MZA2,1,84766,12.008815278
91199,ADA1AG01,1,291342.92,12.1651982
93381,TYB0AB04,1,180343.22342,11.805860031
92187,FTA2BM01,1,54528.98,11.404474151
908EA,XFA1AA01,1,37292.633,11.676839548
91181,DZA2AB,1,51028.964,11.466465122
905EA,GQB1AG01,1,215119.6,12.068049209
909EA,QYA1AA01,1,152984.013,10.846187585
939EA,RWA0,1,2338.88,11.449153515
908EA,KRC0,1,9438.376,12.018267579
90344,XFA1AQ02,1,17380,11.263650611
90965,XFA1AA01,1,9084,10.882797884
91687,MZA3AS01,1,23438,11.151600343
902EA,RCA1BW01,1,91320.582,11.359356754
91833,CCA2AD01,1,170862.19825,11.937912798
90520,BTA2,1,9500,11.186346982
92187,BYA0AB01,1,85076.74,11.180916078
90521,BZA1AE01,1,500000,10.986748006
90726,FTB1AF,1,240091.8702,12.152592479
918EA,BYA0AB01,1,448345.06543,10.404202003
93115,RCA1,1,6600,11.128457553
93381,TYB0AC01,1,64000,11.198620473
934EA,CAA0CH03,1,15902.34,11.751164563
93920,DZA2,1,6024.62,11.630664331
93116,FTA1BE03,1,4711.83,11.219416435
918EA,GQB1AG01,1,5734.500624,11.491203074
92187,XDA1BB01,1,421399.9874,11.1277406
91830,DZA2AK06,1,225894.0623,11.516026277
905EA,DZA2AA03,1,112710.41,11.749485405
934EA,XDA1AD01,1,337430.157,11.546706039
92982,BMA1AK04,1,5224.006848,11.357584406
90150,DZA1AN04,1,5105.53,10.731117826
91182,BTA1AL02,1,9150,10.899225422
908EA,MSB1AQ,1,25360.585,11.865868138
94025,QRA0AC01,1,25400.004,11.439801445
91181,QYA1AE,1,128189.47,12.07410921
91681,XDA1AM03,1,38198.08,10.830616062
91831,JHA0,1,16150,11.546462152
943EA,JLA0,1,350,11.118862847
90786,DFC9DG,1,12000,11.524102138
93450,DFC1IZ06,1,16130,11.813405071
90925,CFA0AF01,1,449986.0158,11.364010692
95183,JBB0AM04,1,156000,11.404486073
93286,XFA1,1,20790,11.743127408
91685,LFB0,1,23771.674464,11.415133877
90925,XTA1AF04,1,23563.99,11.344339128
90925,FTA2AB02,1,14660,12.106744695
90925,DZA2AD02,1,13101.992,11.435471565
90346,JPA2AA01,1,57408.33,11.730539319
91760,XDA1AK01,1,200541.4,11.253931201
90925,XDA1AM03,1,15856.022,11.373987038
91833,DZA1AT02,1,560189.98948,11.233131507
91183,DZA1AW02,1,24053.6,11.674191551
90346,BZA1AE03,1,15605.6,11.638023268
93290,DZA1AV01,1,233627.52014,11.255311486
934EA,BTA1AL03,1,886,11.222656668
93453,KRC0,1,23066,11.190864252
93454,BJA0AA01,1,163286.43,11.566935816
901EA,XTA1AF04,1,86944.11,11.954351767
90988,RCA1AS02,1,274595.99086,11.711200553
90531,DZA1AN04,1,1260.749,11.059564887
93284,DZA1AV03,1,23381.34,10.74609566
94320,DZA2AA04,1,39396.39,11.431680489
904EA,ADA1AF02,1,56341.648,11.71190649
933EA,JLD0,1,76255,12.765229545
90786,MSB1AD01,1,6565,11.608278436
91833,BKA1AL05,1,5075,11.402720788
91833,RWA0AH01,1,90001.44,11.526920914
90723,DZA2AC01,1,42639,11.207251683
943EA,XDA1AE01,1,99.994,11.955654582
91199,BKA1AG02,1,200000,11.612061484
951EA,RCA1BX01,1,116275.72,12.824195043
94025,DZA2AK03,1,3880.002,11.841257635
938EA,XDA1AF05,1,41433,11.379081852
90531,DZA1AN04,1,99890.93916,11.043491927
90346,XDA1AM03,1,2662,11.000001602
93285,BKA1AN01,1,34679.23,11.29658178
92187,DFC1IZ01,1,25489.391469,10.420088987
92316,BTA1AL,1,20000.77,11.789765973
91831,BKA1AH03,1,3222.32,12.206529434
93284,DZA2AH01,1,1617.2,11.181183982
90925,JHA0,1,33317,10.955011735
90344,CCA0,1,22500,11.869870097
93284,XDA1AB01,1,23220.008,11.623844226
90981,XDA1AM03,1,9433,11.84662842
90521,BJG0AD01,1,10996.9874,11.485409954
90345,XDA1AH01,1,36570,11.783231954
92981,DFC1IZ06,1,48149.64,11.829884557
92787,DZA1AV03,1,21982.65,11.250171874
918EA,BJA5,1,12000,11.633872819
90176,MZA2,1,38358.608,11.151072514
933EA,XDA1AJ01,1,29593.51,12.121458732
91760,DZA2AD02,1,38750.41,11.921992805
90343,RCA1BS01,1,8499.45,10.848296036
93286,DZA2AC03,1,24254.340026,12.045621963
90926,XDA1AM03,1,214298.934,11.766315832
93287,DZA2AK06,1,1573.986,11.872259578
93116,TYB0AC01,1,23123.998,11.17119678
91686,XDA1AD01,1,205040.68626,11.909185511
93454,DZA1AV03,1,984814.75439,11.93059271
93281,DZA2AB08,1,10668.899146,11.595659373
93920,ZTA0,1,9024.58,11.857256693
93116,FTB1AD01,1,34054.874,11.687339963
90948,BYA0AB01,1,38240.056,10.501844563
91833,CCA0EA01,1,55000,11.510881712
93283,BTA1AL04,1,10088.9946,11.262222816
91281,BKA1AL01,1,16317,11.478513575
93281,XDA1AK01,1,192810,11.289963908
91185,CCA0EA01,1,79583.84,11.352729074
93381,others,1,22131,10.974977923
93453,BKA1AN02,1,47573.39,11.898815565
902EA,XDA1AM01,1,25377,10.660846438
91831,TYB0AB04,1,10700,11.643791695
91834,DZA1AN06,1,131499.93483,11.218235654
95023,JLD0,1,481,12.317734096
93281,XDA1AD01,1,437501.862,11.998913887
90521,RCA1BS01,1,85000,11.33135373
92238,DFC1IZ06,1,10930,12.039764384
93453,DZA1AT05,1,19975.011,11.680561607
91833,DZA2AH01,1,18737.726,11.554294991
91183,XDA1AH01,1,12200,11.442907865
904EA,MZA1AD01,1,184257.892,11.119193951
918EA,BYA0AB01,1,373700,11.652587364
91831,XDA1AJ01,1,16460.6974,12.348686288
90949,BTA2AF01,1,8951,11.840167338
93452,GQB1AG01,1,179337.04515,11.828249059
923EA,XDA1AB01,1,5230,10.941788217
92229,FTB1AB01,1,44850,11.372587797
91831,XDA1AM03,1,69959.904,11.985614777
91181,BKA1AL05,1,95745.08,11.105609613
91831,TYB0AB08,1,306944.41,11.909758349
90163,DZA1AT02,1,288609.35,10.812955213
91282,DZA1AW02,1,30500,11.853255106
91182,XDA1AM01,1,12355,11.785638132
90343,BTA1AL04,1,2668,11.591773087
95181,DZA2AD03,1,91866.2,11.725154721
90343,BTA1AL04,1,15348.5264,11.835076148
904EA,DFC1IZ01,1,125000,11.486045541
905EA,BKA1AM02,1,234281.691,11.237579231
94022,MSB1AA01,1,46129.9874,11.460223431
951EA,DZA1AQ03,1,140827.254,11.938523717
92181,FTA1BE02,1,112203.07,11.347959666
91182,XDA1AM03,1,31220,11.450730471
93451,DZA1AT05,1,2400,12.102990928
95181,MZA3,1,28723.77,11.461367751
91191,DZA1AT02,1,3800,11.603217532
91199,DZA2AA01,1,144020.37,11.489705207
93381,TYB0AA01,1,48220.26,11.097067825
91750,LMA1AB,1,4461.6,10.81913166
90786,BYA0AB01,1,369813.3,11.253872558
90985,TYB0AC15,1,127194.87,11.333308573
90782,DZA2AK,1,180101.14835,11.413359515
90521,QYA1AR01,1,101181,11.432268942
90531,BKA1AL05,1,34992.29,11.414944041
951EA,DZA1AN04,1,500000,12.108638398
923EA,DZA1AV02,1,3088.0794,11.508959297
94023,DZA1AN05,1,77011.671,11.897025936
90343,XDA1AJ01,1,46496.03,12.40539043
90984,BYA0AB01,1,115506.04986,10.920097975
90521,XLA0AB,1,11500,11.435383476
91123,BTA1AL03,1,4400,11.761089416
91831,BTA1AI04,1,18500,12.01539378
93285,DZA1AT02,1,27990,11.139079531
91833,DZA2AB08,1,17300,11.984281262
91183,DZA1AT03,1,351852.24714,11.569480524
93453,DZA2AA04,1,37000.012,12.031105238
91199,XDA1AM03,1,51023.21,11.791492098
91181,FTA3AB01,1,22875.85,12.108407116
934EA,QRA0,1,73145.09,11.574711829
93283,DZA1AT03,1,216818.24492,11.446265168
90726,DZA1AN05,1,11639.991,10.833802255
90925,MZA3AS05,1,422096.57544,11.887055363
91185,TYB0AC01,1,25500,11.332836023
933EA,BJG0AD01,1,433539.9245,11.462482274
904EA,QYA1AF01,1,31262.61,11.389761307
93286,FTA1BE02,1,34615.6,11.514195919
92781,DZA2AC01,1,300000,11.807189141
93845,BTA1AL02,1,31014.512,10.87345703
943EA,others,1,35367.795,11.205543206
90345,BTA1AR02,1,83497.314,11.720465573
91192,BTA1AJ,1,194314.94,12.16719111
918EA,LMA1AB,1,39500.013,11.44075351
91199,DZA1AT03,1,31519.915,11.834197232
91837,BJG0AD01,1,4861.724,11.240356067
943EA,others,1,110152.87138,11.205543206
91182,BTA2AA01,1,75772.71,11.554840494
91831,QYA1,1,2310,11.832695977
91199,BMA1AK04,1,121874.4,11.607308278
90520,CCA2AD01,1,44482.31,11.568476055
91199,FTA1BE02,1,52594.2054,11.165844269
92785,BJG0AH01,1,67398.28,12.160734724
918EA,DZA1AV02,1,33800,11.651986089
903EA,others,1,7477.982,11.468545346
90343,FTB1AU04,1,41100.348,10.972912681
91283,TYB0AC01,1,40097.75,11.30431466
91283,FTB1AU04,1,51505.947,11.470546649
90374,BJG0AH01,1,2630,12.070449783
93117,BTA2AF01,1,223000,12.590853034
93288,XFA1AA04,1,4059.9874,12.140208611
90925,QYA1AA01,1,257275.21,12.122579965
93381,BJG0AH01,1,49598.71,12.773798997
91831,BTA2AD02,1,88100,11.79561288
91831,QYA1AR01,1,5692.51,11.4568609
90786,TYB0AC01,1,428000.004,11.932418905
90982,BKA1AL05,1,169274.34,11.75145083
92229,FTA3AB01,1,1589.1,12.370531639
90345,BKA1AL05,1,16224,10.658684623
905EA,FTB1AU04,1,55000,11.200132111
91831,BTA2AD02,1,108199.56,11.780803698
929EA,QYA1,1,115180.544,11.074315047
90724,others,1,800,11.100960456
93115,BKA1AC01,1,4159.964,11.601114977
91681,FTA0AF12,1,1061.6864,11.753233631
93288,JLA0AQ02,1,8315.4,11.779649727
91770,MSB1AA02,1,12917.79,11.174615915
91199,MZA2AL01,1,500000,11.575650173
910EA,XDA1AC01,1,134980,11.927879169
905EA,TYB0AC11,1,26400,11.285146877
92790,LNA0AM01,1,149495.08,11.761541574
93284,QRA0BA01,1,88624.9294,11.094446619
90371,RWA0AC01,1,16530,10.143085317
91183,BTA1AL05,1,144049.8,11.91098528
90521,BTA1AL03,1,6103,10.6177414
93287,DNA0,1,58788.125344,11.172093613
91772,TYB0DZ00,1,1000000,11.62863879
91730,BTA1AC01,1,37377.78,11.857486917
904EA,XLA0AB,1,18860.76,10.697178474
92187,CCA2AA01,1,20600,11.728175022
90786,BTA1AI02,1,1680,11.401327641
90521,QYA0,1,386086.578,11.341513788
93453,QRA0AV01,1,1654.18,11.973603533
90521,MJB0AD,1,4130,10.831909131
917EA,CAA0BP01,1,23822.884385,11.739578011
91686,DZA2AK03,1,413200.002,10.825011911
90782,CAA0BG01,1,40800,11.475694703
93286,BTA2,1,143484.5,11.43726435
91833,TYB0,1,52227.343,11.512739331
93920,MNA0MP,1,20130.992,10.489052042
93453,DZA0,1,11060,11.088202497
90786,FTA1BF01,1,62000,11.129971056
92788,DFC9DG10,1,1061.698,10.413882225
90521,BYA0,1,15779.001,11.632154874
910EA,QRA0BA01,1,24634.789574,11.198071394
91687,BMA0,1,62000,10.606105951
90945,CCA2AA01,1,52548.7,11.35985862
92238,FTA0AF12,1,105058.303,10.551604555
92238,LMA1AN01,1,14700,11.154933315
93115,FTA1AN02,1,16671.48,10.478018496
93450,LFA0,1,14800,10.882393059
91837,FTA2BM02,1,115151,10.999459236
90786,FTA1BE04,1,14000.78,11.438221576
93293,XFA1AD01,1,149902.521,11.803046286
93283,XDA0,1,148600,12.013228309
93281,CCA0,1,14570.018,10.617121319
93284,QRA0BA01,1,45600,11.218831219
902EA,BTA2AE01,1,49272.081394,11.277317454
91834,BJA5,1,6430.31,11.334741408
91833,TYB0AB04,1,72757.36,11.240488112
905EA,BKA1AN03,1,155603,11.274067579
91199,KRC0,1,4238,11.013616964
901EA,JPA0,1,154225.6,10.676163102
90345,XDA1AF05,1,46500,11.81105816
91199,ADA1,1,11998.554,10.866426999
93283,CAA0,1,129712.22365,10.834403966
91685,BKA1AH00,1,23800,11.391629645
91834,CCA2AD,1,6027,12.118359292
92238,JLA0AS01,1,24738,11.590524367
92788,DNA0BF01,1,5500.0104,11.528758251
90947,CAA0,1,11094.3,11.259079623
91283,FTB1AC01,1,12385.1,11.483670445
90786,RCA2,1,6303,11.054704932
91833,CAA0AR01,1,81401.46,11.738032493
93453,others,1,9325,11.169915461
90372,BJA8,1,20164.962,11.682911246
91283,BYA0,1,275707.6658,10.898929325
90723,SBB0,1,33787.992,11.801636259
93418,QRA0,1,9567.25,11.153930353
90785,BTA1,1,81191.008,11.719731644
904EA,FTA2BM01,1,1000000,11.764926866
91192,MSB0,1,14886.30496,11.046435137
91685,BJADAE01,1,30926.85294,10.774555008
94023,FTA0AF,1,240001.8,11.654585089
91684,FTA0AF,1,175038.456,11.510058534
932EA,DFC1IZ01,1,105508.31671,11.131409744
923EA,RCA1AK02,1,4206.5,11.537869954
905EA,QYA1AG02,1,11188.0552,11.989876729
91681,JLA0BK00,1,2453.364,11.094070448
904EA,JHA0,1,47362.11,11.128550281
93116,XDA1AB01,1,1400,10.661942758
90521,DZA2AC03,1,111289,11.267872869
905EA,CHA0,1,87915,11.2459633
905EA,FTA0,1,53840.01,11.466308018
917EA,CAA0AM01,1,59000,10.947144389
938JC,BKA1AH02,1,23878.7304,11.308725733
910EA,MZA3AB,1,10789.245,12.220411594
91687,KRC0,1,15419.018,11.16356921
90723,RCA1BS01,1,18444,11.093560629
93287,DZA1AW02,1,19297.507315,11.168424644
91686,DZA2AD01,1,30300,11.690771936
92982,CAA0GN00,1,34114.174218,11.194265361
90925,QRA0,1,26887.11,11.105869523
951EA,DZA2AA05,1,83543.32,12.160651651
90925,CAA0,1,3998,10.152532633
93453,FTB1AU05,1,48443.29,11.144906035
904EA,DZA2AB05,1,67200,11.385407494
90531,BMA0,1,2065,10.376135615
91829,GQB1,1,67800.005716,11.23451605
91283,BJA1,1,520000,11.75766774
91730,XFA1AA01,1,7170,11.239900531
91750,CCA2AD01,1,24361,11.345724421
93282,DFC1IZ01,1,5000,11.531109215
94023,MZA3AS05,1,99137.508902,11.241526671
92985,FTA1BK02,1,28486.47,11.797441532
90520,XDA1AM01,1,206732.26,10.540065368
